Function,ncalls,tottime,percall,cumtime,percall
         123711 function calls (115622 primitive calls) in 0.803 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\array_algos\take.py:288(_get_take_nd_function_cached)
       13    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:4137(_check_setitem_copy)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1877(consume_optional)
     15/6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_compile.py:71(_compile)
      308    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\common.py:362(apply_if_callable)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:881(_engine)
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\frame.py:3737(_get_column_array)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:5277(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:450(convert)
       61    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:585(is_dtype_equal)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2023(getitem_mgr)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\nanops.py:83(_f)
       34    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:266(is_dict_like)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5356(_getitem_slice)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:312(<listcomp>)
       88    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2250(extend_blocks)
      222    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\common.py:151(cast_scalar_indexer)
      163    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\construction.py:461(ensure_wrapped_if_datetimelike)
      153    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\flags.py:85(allows_duplicate_labels)
       68    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\_config\config.py:597(_get_root)
       61    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\_dtype.py:330(_name_includes_bit_suffix)
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1178(maybe_infer_to_datetimelike)
        5    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\algorithms.py:269(_get_hashtable_algo)
      129    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\series.py:611(name)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:190(close)
      184    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1744(<genexpr>)
       36    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\frame.py:874(shape)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2381(is_unique)
        7    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(delete)
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\base.py:58(_validate_set_axis)
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2161(new_block_2d)
       52    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:4598(_update_inplace)
       79    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5551(identical)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
       22    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:367(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\api.py:230(_unique_indices)
       22    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1846(is_consolidated)
       22    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
       14    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2421(is_boolean)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\common.py:529(infer_compression)
       52    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2186(check_ndim)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1455(_insert_update_blklocs_and_blknos)
        4    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\ops\array_ops.py:231(comparison_op)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\pathlib.py:1039(__new__)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\contextlib.py:379(_create_cb_wrapper)
       83    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\construction.py:676(_sanitize_ndim)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1330(_path_importer_cache)
       65    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\warnings.py:458(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:2105(__getitem__)
       77    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:1516(__invert__)
      188    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1556(get_dtype)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3975(_get_indexer)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_compile.py:536(_compile_info)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\construction.py:272(ndarray_to_mgr)
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1016(soft_convert_objects)
        2    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1317(_path_hooks)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\common.py:494(get_compression_method)
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2745(inferred_type)
      406    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:550(_get_axis_number)
        9    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:2488(convert_to_index_sliceable)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:2084(_match_argument)
      375    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2433(_using_copy_on_write)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2752(_is_all_dates)
       18    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:191(Close)
       35    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:777(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:1799(_get_label_or_level_values)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1168(take)
      128    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1487(is_ea_or_datetimelike_dtype)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\lib\function_base.py:5054(delete)
      154    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\frame.py:857(axes)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4020(_check_indexing_method)
      501    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\genericpath.py:27(isfile)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(append)
       61    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1751(pandas_dtype)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:88(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:223(encoded_labels)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2824(hasnans)
       22    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1854(_consolidate_check)
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1788(maybe_cast_to_integer_array)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:6076(astype)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\pathlib.py:678(_from_parts)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:3748(_maybe_update_cacher)
       68    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\_config\config.py:650(_warn_if_deprecated)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexers\utils.py:243(maybe_convert_indices)
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
       12    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(moveaxis)
       44    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\construction.py:861(is_empty_data)
       54    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\common.py:566(require_length_match)
      182    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:156(<lambda>)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\urllib\parse.py:425(urlsplit)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\readers.py:1527(_clean_options)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\re.py:188(match)
      195    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1420(is_1d_only_ea_dtype)
       90    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:1064(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\nanops.py:403(new_func)
       44    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
      249    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:148(<lambda>)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1589(find_common_type)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\gettext.py:735(gettext)
       49    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\frame.py:1498(__len__)
      136    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\_config\config.py:611(_get_deprecated_option)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2811(_isnan)
        4    0.000    0.000    0.000    0.000 {method 'factorize' of 'pandas._libs.hashtable.StringHashTable' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:1920(delete)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:645(<listcomp>)
       24    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:527(maybe_promote)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\tkinter\__init__.py:2282(_loadtk)
      659    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\lib\function_base.py:5444(append)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\range.py:118(__new__)
       39    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:790(is_unsigned_integer_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\nanops.py:469(newfunc)
       19    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5116(_get_engine_target)
       17    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\common.py:164(_expand_user)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
      547    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\roperator.py:18(rmul)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\array_algos\replace.py:31(should_use_regex)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:376(cached)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\gettext.py:660(dgettext)
       27    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\os.py:670(__getitem__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numeric.py:1411(moveaxis)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:642(copy_func)
       43    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:736(is_signed_integer_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\nanops.py:588(nansum)
        3    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\pathlib.py:658(_parse_args)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1070(path_stats)
       64    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
      120    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:811(<genexpr>)
      210    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:2661(<genexpr>)
      383    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
       25    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numerictypes.py:356(issubdtype)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\gettext.py:579(translation)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\algorithms.py:287(_check_object_for_strings)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:794(_set_levels)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:564(_array_equivalent_object)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:160(is_re_compilable)
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numeric.py:2407(array_equal)
       15    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\_asarray.py:31(require)
       70    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6193(_index_as_unique)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\common.py:268(index_labels_to_array)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:544(update_dtype)
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:997(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:442(<genexpr>)
      113    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:278(loc)
       11    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1339(_iset_single)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6804(delete)
       54    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\series.py:764(__len__)
      188    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5090(_values)
       66    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:5888(__getattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\gettext.py:538(find)
       17    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\_methods.py:39(_amax)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:132(_ensure_array)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\readers.py:1449(_get_options_with_defaults)
      403    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:625(<listcomp>)
       70    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1154(needs_i8_conversion)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:750(isna_all)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1445(_insert_update_mgr_locs)
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:821(_view)
       65    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\warnings.py:477(__exit__)
       27    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:650(<genexpr>)
       46    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\series.py:596(dtype)
      261    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:188(blklocs)
       14    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:445(_validate_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\pathlib.py:64(parse_parts)
       68    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\frozen.py:70(__getitem__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\util\version\__init__.py:336(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:988(_set_codes)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\array_algos\putmask.py:126(setitem_datetimelike_compat)
        8    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:481(get_adjustment)
      249    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:146(classes)
        7    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
      477    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       65    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\warnings.py:437(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:208(write_cols)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1268(copy)
      210    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:2672(<genexpr>)
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\base.py:742(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:739(infer_dtype_from)
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1673(construct_1d_arraylike_from_scalar)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:200(_has_aliases)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:204(_need_to_save_header)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:165(_validate_parse_dates_presence)
       42    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:919(_maybe_infer_dtype_type)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:463(is_interval_dtype)
       17    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\_collections_abc.py:657(get)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\ops\common.py:77(get_op_result_name)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1251(view)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:863(infer_dtype_from_array)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:447(astype)
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\tkinter\__init__.py:632(destroy)
       28    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\ntpath.py:289(expanduser)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:566(_maybe_promote_cached)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1156(copy)
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:385(_is_valid_na_for)
      309    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:353(flags)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1061(from_blocks)
      104    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:292(<genexpr>)
      156    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:332(attrs)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1040(_verify_integrity)
       12    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_int64_int64}
      333    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
       34    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\types.py:171(__get__)
       29    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2783(_is_multi)
      115    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FF8217BDCB0}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:574(_maybe_promote)
