Function,ncalls,tottime,percall,cumtime,percall
         123711 function calls (115622 primitive calls) in 0.803 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:109(<setcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\nanops.py:79(check)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\series.py:550(_constructor_expanddim)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:416(ensure_dtype_objs)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\readers.py:1879(_clean_na_values)
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.GetStdHandle}
       13    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1172(exec_module)
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\contextlib.py:356(__enter__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:3550(equals)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\pathlib.py:1049(_init)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\util\version\__init__.py:346(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2801(_na_value)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:5876(<genexpr>)
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\tkinter\__init__.py:2569(<listcomp>)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.fast_unique_multiple_list}
       44    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1527(_check_conflict)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:1052(poll)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\base.py:721(tolist)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\range.py:247(start)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\construction.py:739(_get_axes)
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\compat\numpy\function.py:56(__call__)
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\_collections_abc.py:271(__subclasshook__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:202(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\pathlib.py:701(_format_parsed_parts)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:92(na_rep)
        6    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'range' objects}
       25    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:579(format)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1954(consume_positionals)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\api.py:268(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:318(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\os.py:1073(__subclasshook__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:570(_metavar_formatter)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:166(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:475(dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5402(<setcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:558(_get_axis_name)
       15    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:539(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:208(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:193(nlevels)
        8    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\platform.py:1083(python_implementation)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\common.py:531(convert_to_list_like)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:2574(convert_missing_indexer)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.is_matching_na}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:96(closegroup)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:491(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:834(_check_data_length)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:1334(is_index_col)
       16    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_compile.py:492(_get_charset_prefix)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\algorithms.py:855(resolve_na_sentinel)
       11    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1892(nonzero)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2381(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:229(_has_complex_date_col)
       21    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        4    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:430(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:939(__del__)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:217(<listcomp>)
       18    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:663(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:163(_initialize_chunksize)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_compile.py:453(_get_iscased)
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:577(categories)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\nanops.py:1453(_maybe_null_out)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:516(_check_name_wrapper)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\_collections_abc.py:349(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:1222(<setcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:275(arrays)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:108(index)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1578(<setcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\vocabulary\src\interro.py:164(update_faults_df)
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\platform.py:557(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:116(<setcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:7451(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:2612(is_nested_tuple)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:2643(need_slice)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:100(decimal)
       15    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
       16    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\urllib\parse.py:102(_noop)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:625(_get_result_dim)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\readers.py:2230(_validate_skipfooter)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:314(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:96(float_format)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\tkinter\__init__.py:1881(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:2122(_parse_optional)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1500(is_complex_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:655(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'stream_reader' of 'zstd.ZstdDecompressor' objects}
        2    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\vocabulary\src\interro.py:295(set_output_table_path)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\common.py:178(not_none)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\nanops.py:195(_get_fill_value)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:1056(_make_date_converter)
        2    0.000    0.000    0.000    0.000 {built-in method msvcrt.get_osfhandle}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:397(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:635(is_truncated_horizontally)
        4    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        9    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\common.py:182(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\api.py:349(<setcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:1027(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\readers.py:2132(_extract_dialect)
        4    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:584(ordered)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:2056(_codes)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1266(dtype)
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:673(<genexpr>)
       19    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       12    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        7    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        4    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:999(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:880(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:508(ensure_dtype_can_hold_na)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1630(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\readers.py:517(validate_integer)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:134(_initialize_quotechar)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\vocabulary\src\interro.py:72(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\platform.py:979(_sys_version)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\lib\function_base.py:2286(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\lib\function_base.py:5050(_delete_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:196(Detach)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:1336(_internal_poll)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:363(is_sequence)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1628(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:728(_constructor)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:2129(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:672(_initialize_formatters)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:701(_initialize_colspace)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:924(_validate_usecols_arg)
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1983(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1777(_ravel_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:714(_ensure_dtype_type)
        1    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        4    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1465(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1759(_get_positional_actions)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numeric.py:1473(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\lib\function_base.py:2410(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\util\version\__init__.py:144(__lt__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:1903(is_view)
        6    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\_collections_abc.py:367(__subclasshook__)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:168(__setitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1619(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:701(_maybe_check_integrity)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:275(__len__)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1882(ndim)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\readers.py:547(_validate_names)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:209(<setcomp>)
        8    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\ntpath.py:34(_get_bothseps)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:2106(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numerictypes.py:649(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numeric.py:2403(_array_equal_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\lib\function_base.py:5246(_insert_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\range.py:270(stop)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\range.py:293(step)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_compile.py:65(_combine_flags)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numeric.py:1407(_moveaxis_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\shape_base.py:77(_atleast_2d_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1034(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\compat\_optional.py:69(get_version)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\series.py:1274(_clear_item_cache)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\multiarray.py:891(bincount)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\urllib\parse.py:402(_checknetloc)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\lib\function_base.py:346(iterable)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\lib\function_base.py:5440(_append_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\util\version\__init__.py:468(_parse_letter_version)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1194(_maybe_disallow_fill)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:639(is_truncated_vertically)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\construction.py:481(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\readers.py:1812(__enter__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:162(__delitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:4122(_check_is_chained_assignment_possible)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\range.py:353(dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:287(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:755(_adjust_max_rows)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\common.py:129(__enter__)
        2    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:2440(_check_value)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\inspect.py:72(isclass)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\copy.py:107(_copy_immutable)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\construction.py:382(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1024(get_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1760(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\util\version\__init__.py:507(_parse_local_version)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\util\version\__init__.py:534(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:232(_cleanup)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\nanops.py:1492(check_below_min_count)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:1835(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:381(_engine_type)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2054(index)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:221(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:834(create_module)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\_distutils_hack\__init__.py:96(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\contextlib.py:479(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1240(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:908(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:1721(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\range.py:189(_constructor)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\construction.py:482(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\multiarray.py:502(can_cast)
        1    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:604(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\multiarray.py:345(where)
